Date	Commit	CMF	CML	CMVL	CSF	CSL	CSVL	CBF	CBL	CBVL
2016/11/17	1cf5b87	0	0	0	2	9	0	0	0	0
2016/11/17	e34e178	1	24	10	3	485	6	1	3	1
2016/11/17	c70cc4d	0	0	0	1	2	0	0	0	0
2016/11/16	d899318	1	3	3	2	89	2	1	1	1
2016/11/16	dab15e2	0	0	0	1	2	0	0	0	0
2016/11/16	4ae0540	0	0	0	1	7	0	0	0	0
2016/11/16	24f5164	0	0	0	1	7	0	0	0	0
2016/11/16	b7d44df	1	2	2	2	19	0	0	0	0
2016/11/16	37d15c6	0	0	0	1	5	0	0	0	0
2016/11/16	28726d1	0	0	0	0	0	0	1	6	0
2016/11/16	3883701	0	0	0	1	44	0	0	0	0
2016/11/16	af8ae93	0	0	0	2	16	0	0	0	0
2016/11/16	1fc6bb9	0	0	0	3	20	0	0	0	0
2016/11/16	6444b52	0	0	0	1	112	0	0	0	0
2016/11/15	0530b29	0	0	0	1	19	0	0	0	0
2016/11/15	a2f1d18	0	0	0	3	9	0	0	0	0
2016/11/15	8e930c1	0	0	0	2	4	0	0	0	0
2016/11/15	2813952	0	0	0	1	4	0	0	0	0
2016/11/15	17f3c0f	0	0	0	1	4	0	0	0	0
2016/11/15	50f1b1a	0	0	0	1	2	0	0	0	0
2016/11/15	d4d265e	0	0	0	1	6	0	0	0	0
2016/11/15	825b801	0	0	0	1	2	0	0	0	0
2016/11/15	c63ee26	0	0	0	2	6	0	0	0	0
2016/11/15	9f1f1e0	0	0	0	1	19	0	0	0	0
2016/11/15	eeaf9e4	0	0	0	1	42	0	0	0	0
2016/11/14	bce8bb6	0	0	0	1	39	0	0	0	0
2016/11/14	626eea2	0	0	0	3	10	0	0	0	0
2016/11/14	941e27b	0	0	0	1	43	0	0	0	0
2016/11/14	b36cb07	0	0	0	1	4	0	0	0	0
2016/11/14	289ee8f	0	0	0	1	64	0	0	0	0
2016/11/14	c446704	1	4	3	0	0	0	0	0	0
2016/11/14	3e0a3fb	1	14	8	1	82	0	1	10	2
2016/11/14	f924aee	1	2	2	0	0	0	0	0	0
2016/11/14	a012254	0	0	0	5	124	0	0	0	0
2016/11/14	a09b338	0	0	0	4	25	0	0	0	0
2016/11/14	1d6957e	0	0	0	0	0	0	0	0	0
2016/11/14	8b3004e	0	0	0	1	4	0	0	0	0
2016/11/14	5b8c4a7	0	0	0	1	4	3	0	0	0
2016/11/14	b5580ad	1	23	15	1	2	0	0	0	0
2016/11/14	3d302b0	0	0	0	1	26	0	0	0	0
2016/11/13	c270335	0	0	0	1	6	0	0	0	0
2016/11/12	9453c92	0	0	0	0	0	0	0	0	0
2016/11/12	574df1b	1	5	4	3	16	2	1	9	0
2016/11/12	04c94de	0	0	0	2	263	1	0	0	0
2016/11/12	96b3c6f	0	0	0	3	27	0	0	0	0
2016/11/12	bf696f5	0	0	0	1	5	2	0	0	0
2016/11/12	2bebd7b	0	0	0	2	97	0	0	0	0
2016/11/12	2b3e0cd	0	0	0	4	222	0	0	0	0
2016/11/11	8b5d04e	0	0	0	3	45	0	0	0	0
2016/11/11	ffae746	0	0	0	1	4	0	0	0	0
2016/11/11	62d81a0	0	0	0	0	0	0	0	0	0
2016/11/11	102efd3	0	0	0	3	6	0	1	25	0
2016/11/11	6fed468	1	1	1	2	68	0	1	4	0
2016/11/11	673a266	0	0	0	2	18	0	0	0	0
2016/11/11	39915bc	0	0	0	0	0	0	0	0	0
2016/11/11	a4ffe9d	0	0	0	7	104	10	0	0	0
2016/11/11	9b99152	0	0	0	2	16	0	0	0	0
2016/11/11	5ecc41b	0	0	0	0	0	0	0	0	0
2016/11/11	232d318	0	0	0	0	0	0	0	0	0
2016/11/11	4668ba7	0	0	0	8	210	0	0	0	0
2016/11/11	ed14a4e	0	0	0	3	8	0	0	0	0
2016/11/10	ce21151	0	0	0	0	0	0	0	0	0
2016/11/10	ee019d0	0	0	0	0	0	0	0	0	0
2016/11/10	73edd2b	3	8	8	4	181	4	2	2	2
2016/11/10	5a08fb2	0	0	0	2	56	0	0	0	0
2016/11/10	2db5bac	1	6	5	1	121	2	0	0	0
2016/11/10	b038f41	1	8	4	4	124	4	1	8	2
2016/11/10	1232666	0	0	0	1	2	0	0	0	0
2016/11/10	c8a5aa5	0	0	0	1	4	0	0	0	0
2016/11/10	6fec83a	0	0	0	1	4	0	0	0	0
2016/11/10	0bcd297	0	0	0	1	2	0	0	0	0
2016/11/10	63028fd	0	0	0	1	8	0	0	0	0
2016/11/10	8493b25	0	0	0	1	2	0	0	0	0
2016/11/10	c4943d8	0	0	0	0	0	0	0	0	0
2016/11/10	961d6d4	0	0	0	0	0	0	0	0	0
2016/11/10	49ef5aa	0	0	0	0	0	0	0	0	0
2016/11/10	f5fb219	0	0	0	0	0	0	0	0	0
2016/11/10	82fcc1a	0	0	0	1	6	0	0	0	0
2016/11/10	06eee26	0	0	0	0	0	0	0	0	0
2016/11/10	4b2fed5	0	0	0	1	2	0	0	0	0
2016/11/10	fb81474	0	0	0	0	0	0	2	10	8
2016/11/10	1220589	1	1	1	1	15	0	0	0	0
2016/11/10	cab1c01	1	4	3	4	218	7	0	0	0
2016/11/10	470852b	0	0	0	3	12	0	0	0	0
2016/11/10	5dc2c1b	0	0	0	0	0	0	1	29	0
2016/11/10	d61b540	0	0	0	0	0	0	3	7	2
2016/11/10	31d95a2	0	0	0	1	43	0	0	0	0
2016/11/10	2fe70b6	0	0	0	0	0	0	1	1	0
2016/11/10	0e94062	0	0	0	1	44	0	0	0	0
2016/11/10	8806f7f	0	0	0	1	54	0	0	0	0
2016/11/10	60f1551	0	0	0	1	109	4	0	0	0
2016/11/10	21fdd8d	0	0	0	0	0	0	1	1	0
2016/11/10	2afc4e7	0	0	0	1	12	0	0	0	0
2016/11/10	9ec1123	0	0	0	1	6	0	0	0	0
2016/11/09	cc02679	0	0	0	1	2	0	0	0	0
2016/11/09	35e30f7	0	0	0	1	2	0	0	0	0
2016/11/09	aa71ee1	0	0	0	1	2	0	0	0	0
2016/11/09	cca5938	0	0	0	1	2	0	0	0	0
2016/11/09	771d7ec	0	0	0	1	8	0	0	0	0
2016/11/09	d8bb69a	1	5	4	1	6	3	0	0	0
2016/11/09	1ec0c00	0	0	0	9	18	0	0	0	0
2016/11/09	bb09f28	0	0	0	6	23	0	0	0	0
2016/11/09	ec16e93	0	0	0	7	373	0	0	0	0
2016/11/09	5db9450	0	0	0	1	1	0	0	0	0
2016/11/09	40d7a45	0	0	0	1	2	0	0	0	0
2016/11/09	f22b26a	0	0	0	1	5	0	0	0	0
2016/11/09	67b34f8	0	0	0	1	5	0	0	0	0
2016/11/09	9d6f365	3	15	8	7	186	17	0	0	0
2016/11/09	2c7ad8c	1	1	1	0	0	0	0	0	0
2016/11/09	15d2a79	1	8	4	1	27	0	1	2	1
2016/11/09	5577a47	0	0	0	1	2	0	0	0	0
2016/11/09	e19c80b	0	0	0	1	1	0	0	0	0
2016/11/09	b9cee24	0	0	0	0	0	0	1	2	1
2016/11/09	c5d972d	2	2	1	0	0	0	0	0	0
2016/11/09	10141c3	1	2	2	3	42	0	1	1	0
2016/11/08	3cf2d9c	1	2	2	0	0	0	0	0	0
2016/11/08	306521b	2	19	15	0	0	0	2	15	1
2016/11/08	be91398	2	60	38	4	306	3	1	1	0
2016/11/08	4c5b31e	1	4	3	0	0	0	0	0	0
2016/11/08	c4d0f52	0	0	0	0	0	0	1	14	3
2016/11/08	96ecb77	0	0	0	2	56	0	0	0	0
2016/11/08	8a3514d	0	0	0	1	87	0	0	0	0
2016/11/08	1d04d16	0	0	0	1	4	0	0	0	0
2016/11/08	647d39f	0	0	0	1	4	0	0	0	0
2016/11/08	f338fa1	1	4	4	6	2442	5	1	5	2
2016/11/08	8160a2f	0	0	0	1	20	1	5	10	0
2016/11/08	19652e6	0	0	0	1	27	10	0	0	0
2016/11/08	2bad1e7	3	33	9	0	0	0	0	0	0
2016/11/07	76679d1	0	0	0	0	0	0	0	0	0
2016/11/07	b006a3f	0	0	0	1	12	0	0	0	0
2016/11/07	2413cf3	1	1	1	0	0	0	0	0	0
2016/11/07	dd397f0	0	0	0	1	41	4	0	0	0
2016/11/07	bc6a389	0	0	0	0	0	0	0	0	0
2016/11/07	94f50de	0	0	0	0	0	0	0	0	0
2016/11/07	bc41ddd	0	0	0	0	0	0	0	0	0
2016/11/07	a87170b	0	0	0	1	4	0	0	0	0
2016/11/07	2f3736e	0	0	0	2	46	0	0	0	0
2016/11/07	ed4fa09	0	0	0	1	11	0	0	0	0
2016/11/07	a84fa90	1	5	3	0	0	0	1	21	11
2016/11/07	6580408	0	0	0	0	0	0	0	0	0
2016/11/07	21e5dd8	1	5	4	0	0	0	1	13	6
2016/11/07	f309388	0	0	0	11	2717	0	0	0	0
2016/11/07	a040065	0	0	0	31	1362	0	0	0	0
2016/11/07	9ef6e52	0	0	0	36	18592	11	0	0	0
2016/11/07	8535c66	0	0	0	2	188	0	0	0	0
2016/11/07	463f46e	0	0	0	5	14	0	0	0	0
2016/11/07	50198c1	0	0	0	1	4	0	0	0	0
2016/11/07	37742f6	0	0	0	0	0	0	0	0	0
2016/11/07	cb8849b	0	0	0	1	72	0	1	1	0
2016/11/07	3d44d69	0	0	0	1	7	1	0	0	0
2016/11/07	8d353af	0	0	0	0	0	0	0	0	0
2016/11/07	50bb67e	0	0	0	3	15	0	0	0	0
2016/11/07	99f2f11	0	0	0	9	548	0	4	11	0
2016/11/07	7ca9b8a	1	1	1	1	13	0	0	0	0
2016/11/06	7d9068f	0	0	0	2	29	0	0	0	0
2016/11/06	d5be4e3	0	0	0	1	7	0	0	0	0
2016/11/06	d9b1050	0	0	0	1	3	0	0	0	0
2016/11/06	e0ed902	1	5	2	2	48	3	1	4	2
2016/11/04	85a80ef	0	0	0	0	0	0	0	0	0
2016/11/04	242cb3b	0	0	0	0	0	0	0	0	0
2016/11/03	46575fb	0	0	0	1	8	0	0	0	0
2016/11/03	cebf645	0	0	0	4	362	0	0	0	0
2016/11/03	f4401eb	0	0	0	0	0	0	0	0	0
2016/11/03	8859afd	0	0	0	6	24	0	0	0	0
2016/11/03	60687b5	0	0	0	1	14	0	0	0	0
2016/11/03	d36ed27	0	0	0	1	12	0	0	0	0
2016/11/02	6372a0e	0	0	0	1	12	6	0	0	0
2016/11/02	4291e8b	0	0	0	1	4	0	0	0	0
2016/11/02	571c230	0	0	0	3	12	0	0	0	0
2016/11/02	c98629c	0	0	0	0	0	0	1	66	24
2016/11/02	350630a	0	0	0	1	4	0	0	0	0
2016/11/02	90099b6	0	0	0	1	7	0	0	0	0
2016/11/02	e7d892c	0	0	0	1	4	0	1	2	2
2016/11/02	c56a558	0	0	0	1	3	0	0	0	0
2016/11/02	ade7800	0	0	0	0	0	0	0	0	0
2016/11/02	aa31f99	2	13	9	4	28	0	1	3	1
2016/11/02	2cd67b7	1	48	23	4	1256	52	1	18	0
2016/11/02	2490116	0	0	0	1	1	0	0	0	0
2016/11/02	a1ccbf4	2	10	6	3	74	5	1	3	1
2016/11/02	a998fbd	1	52	27	3	255	6	1	27	0
2016/11/02	1a5e32c	0	0	0	1	2	0	0	0	0
2016/11/02	362180a	0	0	0	2	6	0	0	0	0
2016/11/02	318ed6f	0	0	0	1	2	0	0	0	0
2016/11/02	83df672	0	0	0	1	111	0	0	0	0
2016/11/02	c5a6fb8	0	0	0	1	27	0	0	0	0
2016/11/02	f3f4bea	0	0	0	1	8	3	0	0	0
2016/11/02	d0e0118	0	0	0	1	2	2	0	0	0
2016/11/02	152e675	0	0	0	7	62	0	0	0	0
2016/11/02	13acd35	0	0	0	1	27	0	0	0	0
2016/11/02	f435f92	0	0	0	1	83	0	0	0	0
2016/11/02	883f5cb	0	0	0	6	268	0	0	0	0
2016/11/02	8416460	0	0	0	2	4	0	0	0	0
2016/11/02	1f60007	0	0	0	0	0	0	0	0	0
2016/11/01	81485d2	2	68	54	13	811	0	2	71	6
2016/11/01	ec72936	0	0	0	3	43	0	0	0	0
2016/10/31	25445dc	0	0	0	1	28	0	0	0	0
2016/10/31	e35a374	0	0	0	1	87	0	0	0	0
2016/10/31	3812a72	0	0	0	2	89	0	0	0	0
2016/10/31	8a9b7b5	0	0	0	1	2	0	0	0	0
2016/10/31	8cd723b	0	0	0	7	54	12	0	0	0
2016/10/31	9a2790e	0	0	0	0	0	0	0	0	0
2016/10/29	ef405a2	0	0	0	0	0	0	1	4	0
2016/10/29	e09f8ac	0	0	0	0	0	0	1	23	0
2016/10/29	d011b6b	0	0	0	0	0	0	1	6	0
2016/10/29	e941eef	0	0	0	0	0	0	0	0	0
2016/10/29	e84e625	1	7	3	0	0	0	1	4	2
2016/10/29	07e206a	0	0	0	3	42	0	0	0	0
2016/10/29	6733e7d	0	0	0	0	0	0	0	0	0
2016/10/29	566fedd	0	0	0	0	0	0	1	1	1
2016/10/29	a299345	0	0	0	1	16	0	0	0	0
2016/10/28	66bea52	4	58	33	5	227	1	1	28	0
2016/10/28	aa75cdc	0	0	0	0	0	0	0	0	0
2016/10/28	a3a6746	0	0	0	0	0	0	1	2	0
2016/10/28	246051c	0	0	0	0	0	0	0	0	0
2016/10/28	083e2e4	0	0	0	2	13	0	0	0	0
2016/10/28	558c8a5	0	0	0	1	2	0	0	0	0
2016/10/28	64606ce	0	0	0	1	5	0	0	0	0
2016/10/28	11afdbf	0	0	0	0	0	0	0	0	0
2016/10/28	c806e4c	0	0	0	1	6	0	0	0	0
2016/10/28	ffddf7b	0	0	0	0	0	0	1	1	1
2016/10/28	e1c36ae	1	6	4	1	23	2	0	0	0
2016/10/27	78f7335	0	0	0	0	0	0	0	0	0
2016/10/27	46dd467	1	2	2	0	0	0	0	0	0
2016/10/27	38f5a57	0	0	0	1	2	0	0	0	0
2016/10/27	d5353e3	2	8	6	1	9	1	0	0	0
2016/10/27	6ea1500	0	0	0	1	2	0	0	0	0
2016/10/27	ed5b8bf	0	0	0	1	18	0	0	0	0
2016/10/27	8d01902	0	0	0	5	16	0	0	0	0
2016/10/27	f0ba225	0	0	0	5	95	0	0	0	0
2016/10/27	64ce1d1	0	0	0	1	20	0	1	3	1
2016/10/27	95f9020	0	0	0	1	23	0	0	0	0
2016/10/27	135c2c4	1	1	1	6	240	0	0	0	0
2016/10/27	0d2bb80	0	0	0	0	0	0	1	2	2
2016/10/27	3e71dc5	0	0	0	0	0	0	1	2	0
2016/10/26	8be4fdf	1	3	2	0	0	0	0	0	0
2016/10/26	16e6605	1	3	3	2	89	2	1	1	1
2016/10/26	f8a4f41	0	0	0	1	23	0	0	0	0
2016/10/26	606b8bc	0	0	0	1	45	0	0	0	0
2016/10/26	04be6b5	0	0	0	1	11	0	0	0	0
2016/10/26	3bfe340	0	0	0	4	21	0	0	0	0
2016/10/26	ffb3a2d	1	2	2	2	17	0	0	0	0
2016/10/26	723a84e	1	1	1	2	43	0	0	0	0
2016/10/26	aedbfc8	1	4	3	3	113	0	1	1	1
2016/10/25	5817a15	1	14	12	1	23	0	1	6	2
2016/10/25	64e341e	0	0	0	0	0	0	0	0	0
2016/10/25	c057a06	0	0	0	1	16	0	0	0	0
2016/10/25	ab5d690	2	65	52	13	1040	5	2	81	6
2016/10/25	9369e10	0	0	0	0	0	0	1	25	2
2016/10/25	06590a2	0	0	0	4	44	0	0	0	0
2016/10/25	79daac9	2	7	6	0	0	0	0	0	0
2016/10/25	4ef9899	0	0	0	4	4712	0	1	3	0
2016/10/25	cd48d19	0	0	0	0	0	0	0	0	0
2016/10/25	df3321a	0	0	0	1	38	0	1	1	0
2016/10/25	65a9462	1	1	1	0	0	0	0	0	0
2016/10/25	4a2cfad	0	0	0	2	92	0	1	1	1
2016/10/25	c00bd18	0	0	0	2	94	0	0	0	0
2016/10/25	1d33488	0	0	0	2	49	0	0	0	0
2016/10/25	9b39adb	0	0	0	2	63	0	0	0	0
2016/10/25	3ce104e	0	0	0	0	0	0	0	0	0
2016/10/25	00a9e38	0	0	0	1	89	0	0	0	0
2016/10/25	626ad20	0	0	0	2	52	0	0	0	0
2016/10/24	f5f0b7b	0	0	0	5	15	0	0	0	0
2016/10/24	dedccb8	0	0	0	3	82	0	0	0	0
2016/10/24	caccd97	0	0	0	14	355	0	0	0	0
2016/10/24	15622ee	0	0	0	1	29	0	0	0	0
2016/10/24	767f6e8	0	0	0	2	55	0	0	0	0
2016/10/24	a6b0fc9	1	3	3	0	0	0	0	0	0
2016/10/24	5965cba	0	0	0	7	110	0	1	1	0
2016/10/24	0a48aee	0	0	0	2	51	0	0	0	0
2016/10/24	fcc7a04	0	0	0	2	147	0	0	0	0
2016/10/24	e4e9b94	0	0	0	2	120	0	0	0	0
2016/10/24	3f4e627	0	0	0	1	2	0	0	0	0
2016/10/21	8e64174	0	0	0	3	176	0	0	0	0
2016/10/21	a880257	0	0	0	3	82	0	0	0	0
2016/10/21	874fe1d	0	0	0	3	7	0	0	0	0
2016/10/21	a51d2db	0	0	0	0	0	0	1	75	1
2016/10/21	8337a38	0	0	0	0	0	0	0	0	0
2016/10/21	0529236	0	0	0	0	0	0	1	5	0
2016/10/20	de2918b	0	0	0	1	4	0	0	0	0
2016/10/20	9450150	0	0	0	3	232	0	0	0	0
2016/10/20	124a368	1	13	9	0	0	0	0	0	0
2016/10/20	084a343	2	9	8	2	42	0	0	0	0
2016/10/19	b753eeb	0	0	0	1	1	0	0	0	0
2016/10/19	9c5fc62	0	0	0	1	150	32	0	0	0
2016/10/19	fe517f6	1	12	11	0	0	0	0	0	0
2016/10/19	09ec9e7	0	0	0	1	2	0	0	0	0
2016/10/19	8b6df62	0	0	0	1	2	0	0	0	0
2016/10/19	e189761	0	0	0	1	36	0	0	0	0
2016/10/19	3baa7e7	0	0	0	1	24	0	0	0	0
2016/10/19	ff1286d	0	0	0	2	18	0	0	0	0
2016/10/19	75f9131	0	0	0	3	12	0	0	0	0
2016/10/19	063cd5f	0	0	0	2	30	0	0	0	0
2016/10/19	f2b8d7c	3	8	8	0	0	0	0	0	0
2016/10/19	31bc716	1	2	2	0	0	0	0	0	0
2016/10/18	e74f5ea	0	0	0	1	7	0	0	0	0
2016/10/18	0bc12ab	0	0	0	1	2	0	0	0	0
2016/10/18	96aff03	1	2	2	0	0	0	0	0	0
2016/10/18	b05eee4	0	0	0	1	6	0	0	0	0
2016/10/18	1ac773f	0	0	0	0	0	0	0	0	0
2016/10/17	58caa8b	3	29	26	0	0	0	0	0	0
2016/10/17	4fda9bd	1	97	74	9	476	19	1	11	10
2016/10/17	9ac7a66	0	0	0	1	4	0	0	0	0
2016/10/17	5b6bdcc	0	0	0	1	2	0	0	0	0
2016/10/17	01fbc3a	0	0	0	1	14	0	0	0	0
2016/10/16	a52f883	0	0	0	4	44	0	0	0	0
2016/10/16	63583f0	0	0	0	0	0	0	0	0	0
2016/10/16	a247d8e	0	0	0	3	96	0	0	0	0
2016/10/16	9a20551	0	0	0	1	35	0	0	0	0
2016/10/16	ff8bf41	0	0	0	3	1099	0	1	3	0
2016/10/16	29f8708	0	0	0	2	25	0	0	0	0
2016/10/16	c68ab5e	1	2	2	0	0	0	0	0	0
2016/10/16	db52f23	0	0	0	1	3	0	0	0	0
2016/10/15	c8c73a6	0	0	0	1	2	0	0	0	0
2016/10/15	968292b	0	0	0	0	0	0	0	0	0
2016/10/15	950d48f	0	0	0	0	0	0	0	0	0
2016/10/15	3401f5a	0	0	0	0	0	0	0	0	0
2016/10/15	2f72a61	0	0	0	1	8	0	0	0	0
2016/10/15	2c8f3bd	1	2	2	0	0	0	0	0	0
2016/10/15	4247426	1	1	1	2	61	4	2	2	0
2016/10/15	bebeb74	0	0	0	1	60	2	0	0	0
2016/10/15	e2e40cc	0	0	0	3	173	0	0	0	0
2016/10/15	2af174a	0	0	0	4	16	0	0	0	0
2016/10/13	03bf301	0	0	0	2	9	0	0	0	0
2016/10/13	165af1c	0	0	0	0	0	0	1	2	0
2016/10/13	d770bad	0	0	0	1	33	0	0	0	0
2016/10/13	1190e9c	2	2	2	0	0	0	0	0	0
2016/10/12	62f4dad	0	0	0	1	14	0	0	0	0
2016/10/11	4aa295c	0	0	0	0	0	0	1	2	2
2016/10/11	fe3eabc	0	0	0	1	84	0	0	0	0
2016/10/11	7141ff3	0	0	0	6	24	0	0	0	0
2016/10/11	e1f0ac4	0	0	0	1	33	0	0	0	0
2016/10/11	49a7c37	0	0	0	9	148	0	0	0	0
2016/10/11	571fb1f	0	0	0	2	202	0	0	0	0
2016/10/11	4682986	0	0	0	5	91	2	0	0	0
2016/10/11	626f8c8	0	0	0	1	10	1	0	0	0
2016/10/11	6f8b7df	0	0	0	5	54	1	0	0	0
2016/10/10	c9848a8	0	0	0	1	41	8	0	0	0
2016/10/10	0de17e7	1	1	1	0	0	0	0	0	0
2016/10/10	de14ea7	0	0	0	1	282	11	0	0	0
2016/10/10	eff596b	0	0	0	1	5	0	0	0	0
2016/10/10	6ed319a	0	0	0	3	46	0	0	0	0
2016/10/10	023e284	0	0	0	3	46	0	0	0	0
2016/10/10	46445fc	0	0	0	0	0	0	0	0	0
2016/10/10	6dfffdc	0	0	0	0	0	0	1	10	0
2016/10/10	b23ed4e	0	0	0	1	3	0	0	0	0
2016/10/10	ff25b6c	0	0	0	1	16	0	0	0	0
2016/10/09	f10b5ff	0	0	0	7	171	0	0	0	0
2016/10/09	8d94fbd	0	0	0	2	14	0	0	0	0
2016/10/09	aacd548	0	0	0	1	10	0	0	0	0
2016/10/09	e7aeb2f	0	0	0	22	760	1	0	0	0
2016/10/09	83b9703	0	0	0	4	91	0	0	0	0
2016/10/09	f8d3999	0	0	0	2	61	0	0	0	0
2016/10/09	4da1aa8	0	0	0	11	358	13	0	0	0
2016/10/09	11302f3	1	13	10	1	44	2	1	1	1
2016/10/09	1a77fd3	0	0	0	2	53	0	0	0	0
2016/10/09	e809dd3	0	0	0	1	11	0	0	0	0
2016/10/09	6bc3b96	0	0	0	2	33	0	0	0	0
2016/10/09	59840d1	0	0	0	1	11	0	0	0	0
2016/10/09	decf90e	0	0	0	1	11	0	0	0	0
2016/10/09	d13b147	0	0	0	1	11	0	0	0	0
2016/10/09	e0ee4c8	0	0	0	7	165	2	0	0	0
2016/10/09	fd5c658	0	0	0	1	20	0	0	0	0
2016/10/09	a81bef1	0	0	0	1	8	0	0	0	0
2016/10/09	913684c	0	0	0	1	7	0	0	0	0
2016/10/09	ab5f3d1	0	0	0	1	12	0	0	0	0
2016/10/09	f641779	1	1	1	0	0	0	0	0	0
2016/10/08	34a6537	0	0	0	0	0	0	0	0	0
2016/10/08	5b1bb3d	0	0	0	1	12	3	0	0	0
2016/10/08	801a8ef	0	0	0	2	101	0	0	0	0
2016/10/08	aa9df0f	0	0	0	0	0	0	0	0	0
2016/10/07	0910f4e	0	0	0	1	9	0	0	0	0
2016/10/07	7692807	0	0	0	2	353	0	0	0	0
2016/10/07	2e6aeba	0	0	0	0	0	0	0	0	0
2016/10/07	1a90359	0	0	0	0	0	0	0	0	0
2016/10/07	dd78aa6	0	0	0	0	0	0	0	0	0
2016/10/07	135eae9	1	6	5	5	60	3	2	3	1
2016/10/07	9344bde	0	0	0	11	54	0	0	0	0
2016/10/07	7d87e76	0	0	0	2	6	0	0	0	0
2016/10/07	90ba189	0	0	0	7	58	0	0	0	0
2016/10/07	035df00	0	0	0	12	40	0	0	0	0
2016/10/07	c44fb50	0	0	0	1	2	0	0	0	0
2016/10/07	9b865b4	0	0	0	2	22	0	0	0	0
2016/10/07	ec28aad	0	0	0	7	14	0	0	0	0
2016/10/07	f2fcf22	0	0	0	15	74	0	0	0	0
2016/10/07	028200f	0	0	0	2	20	0	0	0	0
2016/10/07	35c01bc	0	0	0	1	7	0	0	0	0
2016/10/07	93b51e7	0	0	0	1	32	0	0	0	0
2016/10/07	e06a1b8	0	0	0	1	11	0	0	0	0
2016/10/07	5d0847f	0	0	0	0	0	0	0	0	0
2016/10/07	509c4c4	0	0	0	1	3	0	0	0	0
2016/10/07	5ddecdc	0	0	0	1	7	0	0	0	0
2016/10/07	ba0b9ab	0	0	0	1	11	0	0	0	0
2016/10/07	1e404a9	0	0	0	1	4	0	0	0	0
2016/10/07	e757bf9	0	0	0	1	35	0	0	0	0
2016/10/07	e865a3d	0	0	0	1	417	0	0	0	0
2016/10/07	f08f388	0	0	0	4	18	0	0	0	0
2016/10/07	c9fea5c	0	0	0	1	18	0	0	0	0
2016/10/07	7d8ccfb	0	0	0	2	47	0	0	0	0
2016/10/07	0b1a90d	2	9	8	3	156	0	1	1	0
2016/10/06	c3e8513	0	0	0	1	16	0	0	0	0
2016/10/06	737a7cc	0	0	0	1	15	0	0	0	0
2016/10/06	681b6b9	0	0	0	8	325	0	0	0	0
2016/10/06	547a059	0	0	0	0	0	0	0	0	0
2016/10/06	d3600b1	0	0	0	0	0	0	0	0	0
2016/10/06	2562638	0	0	0	6	64	0	0	0	0
2016/10/06	74fedbe	0	0	0	1	53	0	0	0	0
2016/10/06	8e09de2	0	0	0	2	44	0	0	0	0
2016/10/06	7ae73fc	0	0	0	4	41	2	1	2	0
2016/10/06	b37c8c0	0	0	0	2	52	0	0	0	0
2016/10/06	aa58a9e	0	0	0	1	30	0	0	0	0
2016/10/06	dd42db6	0	0	0	1	2	0	0	0	0
2016/10/06	7f96589	0	0	0	4	53	0	0	0	0
2016/10/06	a39a5b6	0	0	0	2	234	0	0	0	0
2016/10/05	48f708d	0	0	0	1	26	6	0	0	0
2016/10/05	77ba882	0	0	0	1	2	0	0	0	0
2016/10/04	52669fc	0	0	0	2	21	0	0	0	0
2016/10/04	7feb86b	0	0	0	3	113	6	0	0	0
2016/10/04	f7d519c	0	0	0	2	8	0	0	0	0
2016/10/04	584dbf2	0	0	0	1	3	3	0	0	0
2016/10/04	2768a11	0	0	0	4	46	0	0	0	0
2016/10/04	1eb69b4	0	0	0	1	30	0	0	0	0
2016/10/04	a02e4a0	1	1	1	0	0	0	0	0	0
2016/10/04	ffcc07d	0	0	0	3	126	0	0	0	0
2016/10/04	7db506c	0	0	0	38	212	0	0	0	0
2016/10/04	fb190ed	0	0	0	0	0	0	0	0	0
2016/10/04	58afca4	0	0	0	1	2	0	0	0	0
2016/10/04	5e0242b	0	0	0	2	52	0	0	0	0
2016/10/04	0d4b11a	0	0	0	18	74	0	0	0	0
2016/10/04	18cd8a6	0	0	0	7	20	0	0	0	0
2016/10/04	5c22825	0	0	0	8	1749	18	0	0	0
2016/10/04	738a3b0	0	0	0	2	4	0	0	0	0
2016/10/04	38ab6f2	0	0	0	1	4	0	0	0	0
2016/10/03	a7d0027	0	0	0	0	0	0	0	0	0
2016/10/03	6d6c00a	0	0	0	1	55	4	0	0	0
2016/10/03	8bc8be4	0	0	0	0	0	0	0	0	0
2016/10/03	fa95625	0	0	0	0	0	0	0	0	0
2016/10/03	3d6db6f	1	2	2	0	0	0	0	0	0
2016/10/02	74295c1	0	0	0	1	4	0	0	0	0
2016/10/02	e5f3611	0	0	0	0	0	0	0	0	0
2016/10/02	5b00519	0	0	0	0	0	0	0	0	0
2016/10/02	c59cc22	1	2	2	0	0	0	0	0	0
2016/10/02	3b87812	28	70	70	0	0	0	0	0	0
2016/10/02	cc3365a	0	0	0	1	34	0	0	0	0
2016/10/02	5db043f	3	11	9	2	52	6	0	0	0
2016/10/01	a90c785	0	0	0	1	1	0	0	0	0
2016/10/01	bbda950	0	0	0	0	0	0	0	0	0
2016/10/01	2fc06c8	1	6	3	0	0	0	0	0	0
2016/10/01	f95daa5	1	23	6	3	160	1	2	19	2
2016/10/01	3674c82	0	0	0	1	3	0	0	0	0
2016/10/01	6b63990	0	0	0	2	12	0	0	0	0
2016/10/01	ca159f0	0	0	0	2	10	0	0	0	0
2016/10/01	76e8c00	0	0	0	2	11	0	0	0	0
