Date	Commit	CMF	CML	CMVL	CSF	CSL	CSVL	CBF	CBL	CBVL
2012/10/11	2f7badb	0	0	0	1	1	0	0	0	0
2012/10/11	24e491c	0	0	0	1	19	0	0	0	0
2012/10/11	9493d97	0	0	0	1	13	0	0	0	0
2012/10/11	0cc8d6a	0	0	0	29	2044	7	0	0	0
2012/10/11	716e4ab	0	0	0	1	17	0	0	0	0
2012/10/11	bd1eb66	0	0	0	3	36	0	0	0	0
2012/10/11	76ef7cf	0	0	0	1	25	0	0	0	0
2012/10/11	42c4e53	0	0	0	2	35	0	0	0	0
2012/10/11	53502d6	0	0	0	2	34	0	0	0	0
2012/10/11	12d5978	0	0	0	1	1	0	0	0	0
2012/10/11	5bcb809	0	0	0	1	4	0	0	0	0
2012/10/11	d8aece2	0	0	0	1	2	0	0	0	0
2012/10/11	78c1b8e	0	0	0	1	6	0	0	0	0
2012/10/11	72f36d5	0	0	0	1	25	0	0	0	0
2012/10/11	e56108d6	0	0	0	1	3	0	0	0	0
2012/10/11	db07d85	0	0	0	1	2	0	0	0	0
2012/10/11	91502f0	0	0	0	1	2	0	0	0	0
2012/10/11	48c26dd	0	0	0	1	7	0	0	0	0
2012/10/11	7f7583d	0	0	0	5	17	0	0	0	0
2012/10/10	8edc0e6	0	0	0	2	8	0	0	0	0
2012/10/10	959859d	0	0	0	10	942	0	2	10	0
2012/10/10	68aaed5	0	0	0	1	2	0	0	0	0
2012/10/10	6a8ed46	0	0	0	1	40	0	0	0	0
2012/10/10	6caab7b	0	0	0	1	3	0	0	0	0
2012/10/10	435f08a	0	0	0	1	2	0	0	0	0
2012/10/11	1ed850f	0	0	0	1	5	0	0	0	0
2012/10/11	a785448	0	0	0	1	19	0	0	0	0
2012/10/11	b97390a	0	0	0	1	2	0	0	0	0
2012/10/11	143c4d0	0	0	0	1	2	0	0	0	0
2012/10/11	9e444768	0	0	0	1	35	0	0	0	0
2012/10/11	620125f	0	0	0	2	169	0	0	0	0
2012/10/11	582e2e0	0	0	0	1	8	0	0	0	0
2012/10/11	7ad4d4a	0	0	0	1	9	0	0	0	0
2012/10/11	fd17748	0	0	0	1	9	0	0	0	0
2012/10/11	af7cf25	0	0	0	1	4	0	0	0	0
2012/10/11	761becf	0	0	0	1	13	0	0	0	0
2012/10/10	34e02aa	0	0	0	1	16	0	0	0	0
2012/10/10	d97c00a	0	0	0	1	3	0	0	0	0
2012/10/10	2840bf2	0	0	0	1	1	0	0	0	0
2012/10/10	05f47d6	0	0	0	2	68	0	0	0	0
2012/10/10	1cad871	0	0	0	1	19	0	0	0	0
2012/10/10	ca78f18	0	0	0	1	12	0	0	0	0
2012/10/10	321fb99	0	0	0	1	4	0	0	0	0
2012/10/10	ef59feb	0	0	0	1	31	0	0	0	0
2012/10/10	2a5cf80	0	0	0	1	20	0	0	0	0
2012/10/11	7386199	0	0	0	1	2	0	0	0	0
2012/10/11	4ec1e36	0	0	0	1	34	0	0	0	0
2012/10/11	eb64912	0	0	0	1	75	0	0	0	0
2012/10/11	2863b9e	0	0	0	2	12	0	0	0	0
2012/10/11	1ca69c4	0	0	0	1	85	0	0	0	0
2012/10/11	4ed8731	0	0	0	6	28	0	0	0	0
2012/10/10	c468fb1	0	0	0	1	101	0	0	0	0
2012/10/10	4c139b8	0	0	0	1	18	0	0	0	0
2012/10/10	0373a94	0	0	0	1	4	0	0	0	0
2012/10/10	68bf9f0	0	0	0	1	27	0	0	0	0
2012/10/10	5aa8b57	0	0	0	1	2	0	0	0	0
2012/10/11	57c67df	0	0	0	1	57	0	0	0	0
2012/10/11	532a2a3	0	0	0	1	29	0	0	0	0
2012/10/11	2ff8cc2	0	0	0	1	23	0	0	0	0
2012/10/11	c83057a	0	0	0	1	19	0	0	0	0
2012/10/11	f1cad2b	0	0	0	1	16	0	0	0	0
2012/10/11	bc78c57	0	0	0	1	9	0	0	0	0
2012/10/11	12250d8	1	27	5	30	2458	3	1	1	1
2012/10/11	da06a8d	4	15	13	62	440	9	1	15	3
2012/10/11	49999ab	0	0	0	1	6	0	0	0	0
2012/10/11	14ffe00	1	3	3	8	142	4	0	0	0
2012/10/10	d677124	1	12	0	0	0	0	0	0	0
2012/10/10	55c2770	0	0	0	1	32	0	0	0	0
2012/10/11	cd9d6f1	0	0	0	1	2	0	0	0	0
2012/10/10	f88620b	0	0	0	3	270	0	0	0	0
2012/10/11	ce40be7	0	0	0	30	1188	3	0	0	0
2012/10/11	ba0a5a3	0	0	0	1	4	0	0	0	0
2012/10/11	3dddebe	0	0	0	2	25	0	0	0	0
2012/10/11	ec07361	0	0	0	1	1	0	0	0	0
2012/10/11	cd59085	0	0	0	1	4	4	0	0	0
2012/10/11	8dc0839	1	3	3	0	0	0	0	0	0
2012/10/11	fdb8d56	0	0	0	1	2	0	0	0	0
2012/10/11	3e1aa66	0	0	0	1	2	0	0	0	0
2012/10/11	4ed134b	0	0	0	2	39	0	0	0	0
2012/10/11	2574740	0	0	0	1	75	0	0	0	0
2012/10/11	f4c9c0e	0	0	0	1	2	0	0	0	0
2012/10/11	6272605	0	0	0	1	6	0	0	0	0
2012/10/11	1633dbb	0	0	0	1	9	0	0	0	0
2012/10/11	158544b	0	0	0	1	2	0	0	0	0
2012/10/11	e626d17	0	0	0	38	46	0	0	0	0
2012/10/11	1ce4292	0	0	0	1	7	0	0	0	0
2012/10/11	2886e93	0	0	0	1	33	0	0	0	0
2012/10/10	03604b3	4	6	6	35	1960	65	1	1	0
2012/10/10	87cac8f	0	0	0	1	2	0	0	0	0
2012/10/10	82a1273	0	0	0	1	19	0	0	0	0
2012/10/10	27c6f0a	0	0	0	1	4	0	0	0	0
2012/10/10	922cd65	0	0	0	10	942	0	2	10	0
2012/10/10	d151f63	0	0	0	1	6	0	0	0	0
2012/10/10	abce9ac	0	0	0	1	21	0	0	0	0
2012/10/10	8545768	0	0	0	19	257	0	0	0	0
2012/10/10	f7f4b232	0	0	0	1	2	0	0	0	0
2012/10/10	899649b	0	0	0	1	13	0	0	0	0
2012/10/10	9dbdfd2	0	0	0	1	5	0	0	0	0
2012/10/10	34002f5	0	0	0	1	7	0	0	0	0
2012/10/10	1e6210f	0	0	0	1	6	0	0	0	0
2012/10/10	6441ab5	0	0	0	6	292	0	0	0	0
2012/10/10	df632d3	1	4	4	50	2887	2	0	0	0
2012/10/10	1631cfb	0	0	0	3	30	0	0	0	0
2012/10/10	3515297	0	0	0	1	2	0	0	0	0
2012/10/10	d889140	0	0	0	1	16	0	0	0	0
2012/10/10	117973f	0	0	0	1	55	0	0	0	0
2012/10/10	9478554	0	0	0	1	27	0	0	0	0
2012/10/10	ee2b0b3	0	0	0	2	28	0	0	0	0
2012/10/10	5dc5298	0	0	0	1	212	0	0	0	0
2012/10/10	09b4ddf	0	0	0	1	187	0	0	0	0
2012/10/10	fc91463	0	0	0	3	45	0	0	0	0
2012/10/10	8d9ddbc	0	0	0	4	93	0	0	0	0
2012/10/10	79f689a	0	0	0	4	51	0	0	0	0
2012/10/10	0657777	0	0	0	10	10	0	0	0	0
2012/10/10	fa84574	0	0	0	6	6	0	0	0	0
2012/10/10	dcd8f39	0	0	0	24	24	0	0	0	0
2012/10/10	9292f05	0	0	0	2	6	0	0	0	0
2012/10/10	3245103	0	0	0	4	372	0	2	4	0
2012/10/10	7110005	0	0	0	1	1	0	0	0	0
2012/10/10	7386cdb	0	0	0	1	14	0	0	0	0
2012/10/10	7190632	0	0	0	64	2524	0	2	35	0
2012/10/10	dc44ce1	0	0	0	64	2736	0	2	35	0
2012/10/10	1fdead8	0	0	0	1	1	0	0	0	0
2012/10/10	2474542	4	54	25	23	2008	9	4	7	5
2012/10/10	c7a6ced	1	26	10	19	1958	0	1	3	3
2012/10/10	3b2267e	0	0	0	61	2590	0	2	32	0
2012/10/10	aa2c47e	0	0	0	64	2736	0	2	35	0
2012/10/10	83b9d3a	0	0	0	64	2524	0	2	35	0
2012/10/10	a188e7e	0	0	0	49	1359	0	0	0	0
2012/10/10	e1b2814	1	12	4	104	6987	31	3	60	1
2012/10/10	ba70676	0	0	0	7	48	0	0	0	0
2012/10/10	dbadc17	0	0	0	1	28	0	0	0	0
2012/10/10	2f1c4fe	0	0	0	1	6	0	0	0	0
2012/10/10	cf75446	0	0	0	1	2	0	0	0	0
2012/10/10	a5752d1	0	0	0	3	71	0	0	0	0
2012/10/10	d5b7193	0	0	0	0	0	0	2	6	0
2012/10/10	e7d113b	0	0	0	0	0	0	1	1	0
2012/10/10	5e8cb1e	0	0	0	0	0	0	1	22	11
2012/10/10	48ba246	1	8	8	1	222	0	0	0	0
2012/10/10	631cc66	0	0	0	2	115	0	1	11	2
2012/10/10	d441108	0	0	0	0	0	0	1	49	2
2012/10/10	ea0b6dc	1	38	19	0	0	0	0	0	0
2012/10/10	addbcdb	0	0	0	0	0	0	1	1	0
2012/10/10	1d0059f	0	0	0	1	4	0	0	0	0
2012/10/10	106a4ee	1	14	6	4	137	12	1	1	1
2012/10/10	5177ae5	0	0	0	0	0	0	0	0	0
2012/10/10	5a6ea4a	0	0	0	1	2	0	0	0	0
2012/10/10	92063ce	0	0	0	1	8	0	0	0	0
2012/10/10	1f441c4	0	0	0	1	2	0	0	0	0
2012/10/10	a4bb8e6	0	0	0	1	2	0	0	0	0
2012/10/10	973a6a7	0	0	0	1	2	0	0	0	0
2012/10/10	7fd5b1e	0	0	0	1	5	0	0	0	0
2012/10/10	12f1771	0	0	0	1	2	0	0	0	0
2012/10/10	b2cbf3b	0	0	0	1	4	0	0	0	0
2012/10/10	c5e0b6d	0	0	0	1	6	0	0	0	0
2012/10/10	7819d1c	0	0	0	1	4	0	0	0	0
2012/10/10	6054b9c	0	0	0	1	16	0	0	0	0
2012/10/10	2854d16	0	0	0	1	33	2	0	0	0
2012/10/10	c22df08	0	0	0	6	820	0	0	0	0
2012/10/10	bc86cf7	0	0	0	1	9	0	0	0	0
2012/10/10	210ed9d	0	0	0	1	5	0	0	0	0
2012/10/10	4b2c551f	0	0	0	2	10	0	0	0	0
2012/10/10	466cab8	0	0	0	1	2	0	0	0	0
2012/10/10	462e1e1	0	0	0	1	9	0	0	0	0
2012/10/10	06db49e	0	0	0	3	18	0	0	0	0
2012/10/10	614c321	0	0	0	1	2	0	0	0	0
2012/10/10	dee1f97	0	0	0	1	57	0	0	0	0
2012/10/09	802c6d9	0	0	0	1	38	0	0	0	0
2012/10/09	8618e30	0	0	0	1	20	0	0	0	0
2012/10/09	588377d	0	0	0	1	3	0	0	0	0
2012/10/10	fd3bc66	0	0	0	82	5873	0	2	76	0
2012/10/09	35c2a7f	0	0	0	6	39	0	0	0	0
2012/10/09	8e22cc8	0	0	0	2	24	0	0	0	0
2012/10/09	b696332	0	0	0	4	68	0	0	0	0
2012/10/09	c07cb01	0	0	0	5	38	0	0	0	0
2012/10/09	f6e12dc	0	0	0	1	3	0	0	0	0
2012/10/09	e40b34c	0	0	0	5	70	0	0	0	0
2012/10/09	67e2c19	0	0	0	1	6	0	0	0	0
2012/10/09	4f7754c	0	0	0	1	4	0	0	0	0
2012/10/09	aed9764	0	0	0	1	3	0	0	0	0
2012/10/09	d1c7d97	0	0	0	1	2	0	0	0	0
2012/10/09	ffd8d10	0	0	0	1	2	0	0	0	0
2012/10/10	42859ee	6	8	7	71	1256	18	18	23	2
2012/10/10	0febd3b	6	10	10	241	10201	39	4	19	13
2012/10/10	f59b51f	0	0	0	155	1438	6	0	0	0
2012/10/10	aac2b1f	1	3	3	336	12562	0	20	273	0
2012/10/10	23d5385	0	0	0	91	7522	0	2	62	0
2012/10/10	b7e97d2	2	18	11	20	2426	15	1	2	2
2012/10/10	8d93241	0	0	0	1	2	0	0	0	0
2012/10/10	4a0ea00	0	0	0	1	3	0	0	0	0
2012/10/10	37414fb	0	0	0	1	8	0	0	0	0
2012/10/10	36141e5	0	0	0	1	3	0	0	0	0
2012/10/10	d63f2c5	0	0	0	1	4	0	0	0	0
2012/10/10	5ce2497	0	0	0	1	28	0	0	0	0
2012/10/10	7a93cbb	0	0	0	1	65	0	0	0	0
2012/10/10	9dd44d5	0	0	0	1	27	0	0	0	0
2012/10/10	b8c4321	0	0	0	1	2	0	0	0	0
2012/10/10	943c2ac	1	9	4	42	2712	67	1	1	1
2012/10/10	10f39f0	5	107	47	89	11067	43	7	18	8
2012/10/10	7205542	0	0	0	39	5193	4	0	0	0
2012/10/10	fc81c03	0	0	0	3	37	0	0	0	0
2012/10/09	56a960b	0	0	0	3	25	0	0	0	0
2012/10/09	d536e0d	0	0	0	89	7434	6	2	59	0
2012/10/09	f474af7	347	15296	7648	11199	2433929	7404	491	5278	1839
2012/10/09	d6d022e	0	0	0	1	25	0	0	0	0
2012/10/09	6bd5dbd	0	0	0	2	41	0	0	0	0
2012/10/09	1e574e3a	0	0	0	4	72	0	0	0	0
2012/10/09	ccd7e49	1	1	1	5	16	0	0	0	0
2012/10/09	aa8bd59	0	0	0	6	84	0	0	0	0
2012/10/09	125c967	2	2	2	17	73	0	1	4	0
2012/10/09	6c29c50	0	0	0	1	2	0	0	0	0
2012/10/09	66415f6	0	0	0	1	4	0	0	0	0
2012/10/09	ae2cf42	0	0	0	1	4	0	0	0	0
2012/10/09	c3d59ad	0	0	0	2	57	0	0	0	0
2012/10/09	aa96601	0	0	0	1	2	0	0	0	0
2012/10/09	91312c5	0	0	0	1	2	0	0	0	0
2012/10/09	3be2be0	0	0	0	1	8	0	0	0	0
2012/10/09	37185b3	0	0	0	144	857	0	0	0	0
2012/10/09	382d95f	0	0	0	5	30	0	0	0	0
2012/10/09	8813f67	0	0	0	3	132	6	0	0	0
2012/10/09	4301785	0	0	0	3	409	0	0	0	0
2012/10/09	bfbad32	0	0	0	1	12	0	0	0	0
2012/10/09	8855e49	0	0	0	1	2	0	0	0	0
2012/10/09	baaf1dd	0	0	0	1	6	0	0	0	0
2012/10/09	4896817	0	0	0	1	2	0	0	0	0
2012/10/09	ea065f1	0	0	0	1	1	0	0	0	0
2012/10/09	5b3900c	0	0	0	1	2	0	0	0	0
2012/10/09	26cff4e	0	0	0	1	10	0	0	0	0
2012/10/09	db8c246	198	3591	1822	7280	750135	4144	204	1158	451
2012/10/09	fbdd63d	0	0	0	14	713	0	2	8	0
2012/10/09	8e7fc18	0	0	0	1	4	0	0	0	0
2012/10/09	f6d5d8a	0	0	0	1	2	0	0	0	0
2012/10/09	edc88ce	0	0	0	0	0	0	2	12	2
2012/10/09	91802a8	0	0	0	0	0	0	1	13	1
2012/10/09	f880b67	2	3	3	1	1	0	0	0	0
2012/10/09	f3accb1	0	0	0	1	1	0	0	0	0
2012/10/09	31d2a63	0	0	0	1	4	0	0	0	0
2012/10/09	05c7698	0	0	0	1	2	0	0	0	0
2012/10/09	eb20f31	0	0	0	6	84	0	0	0	0
2012/10/09	5175a5e	0	0	0	1	2	0	0	0	0
2012/10/09	4085a7f	0	0	0	1	1	0	0	0	0
2012/10/09	50fb47a	0	0	0	1	2	0	0	0	0
2012/10/09	1451ae6	0	0	0	1	7	0	0	0	0
2012/10/09	0f79657	1	3	3	0	0	0	0	0	0
2012/10/09	3db6857	0	0	0	2	230	0	2	2	0
2012/10/09	8a3ddb8	0	0	0	270	11596	0	18	271	0
2012/10/09	8dd9117	182	10452	4993	3975	1759181	4103	224	2886	1113
2012/10/09	9836d34	0	0	0	91	7522	0	2	62	0
2012/10/09	790198f	0	0	0	1	4	0	0	0	0
2012/10/09	782cd9e	0	0	0	5	14	0	0	0	0
2012/10/09	21c8715	0	0	0	4	14	2	0	0	0
2012/10/09	c6e9fbb	0	0	0	1	2	0	0	0	0
2012/10/09	b3796d9	0	0	0	1	2	0	0	0	0
2012/10/09	6e3a78d	0	0	0	1	4	2	0	0	0
2012/10/09	f46dbe3	0	0	0	1	2	0	0	0	0
2012/10/09	5c5b06c	0	0	0	1	4	1	0	0	0
2012/10/09	f5cf8f0	0	0	0	1	6	0	0	0	0
2012/10/09	ffe3150	345	15252	7632	11124	2428409	7387	488	5273	1838
2012/10/09	1037a5a	0	0	0	1	4	0	0	0	0
2012/10/09	6fcdb1e	0	0	0	56	3485	0	2	136	0
2012/10/09	f60b1b4	0	0	0	1	2	0	0	0	0
2012/10/09	4804b38	0	0	0	1	4	0	0	0	0
2012/10/09	edd33c9	0	0	0	1	11	0	0	0	0
2012/10/09	15e3004	0	0	0	1	13	0	0	0	0
2012/10/09	5af3e8c	0	0	0	6	161	0	0	0	0
2012/10/09	62856a9	0	0	0	1	16	0	0	0	0
2012/10/09	bedb2cc	0	0	0	1	14	0	0	0	0
2012/10/09	4894066	0	0	0	3	22	0	0	0	0
2012/10/09	94edf4a	0	0	0	1	84	0	0	0	0
2012/10/09	479ed9a	0	0	0	2	26	0	0	0	0
2012/10/09	7a2d6a6	0	0	0	1	2	0	0	0	0
2012/10/09	8d1a131	0	0	0	1	143	0	0	0	0
2012/10/09	44734ed	0	0	0	1	34	0	0	0	0
2012/10/09	f0bd95e	0	0	0	1	3	0	0	0	0
2012/10/09	18ec90d	0	0	0	1	15	0	0	0	0
2012/10/09	6f1fed7	0	0	0	1	3	0	0	0	0
2012/10/09	e613887	0	0	0	8	79	0	0	0	0
2012/10/09	ce19533	0	0	0	1	4	0	0	0	0
2012/10/09	de0022b	0	0	0	3	37	4	0	0	0
2012/10/09	221b831	0	0	0	1	3	0	0	0	0
2012/10/09	67b0fd6	0	0	0	1	20	0	0	0	0
2012/10/09	354aa0f	0	0	0	4	72	0	0	0	0
2012/10/09	a698d075	0	0	0	3	63	0	0	0	0
2012/10/09	e8830e6	0	0	0	1	4	0	0	0	0
2012/10/09	d24bec3	0	0	0	2	175	0	0	0	0
2012/10/09	f186373	0	0	0	7	789	0	0	0	0
2012/10/09	8d032a8	0	0	0	1	27	0	0	0	0
2012/10/09	ab08ff3	0	0	0	89	6374	0	2	59	0
2012/10/09	450e47d	0	0	0	1	2	0	0	0	0
2012/10/09	fc7e48aa	0	0	0	1	16	0	0	0	0
2012/10/09	c972cc6	0	0	0	4	58	16	0	0	0
2012/10/09	021d48b	0	0	0	1	1	0	0	0	0
